Date,Region,City,Customer Type,Channel,Product,Category,Sales Rep,Unit Price,Quantity,Cost Price,COGS,Revenue,Profit
45706,South,Lagos,Corporate,Online,Sofa Classic,Furniture,Aisha,320000,8,256000,2048000,2560000,512000
45682,South,Kano,Corporate,Online,Printer P50,Electronics,Aisha,150000,3,120000,360000,450000,90000
45748,West,Abuja,Retail,Online,Smartphone Z10,Electronics,Chidinma,250000,9,200000,1800000,2250000,450000
45705,West,Lagos,Retail,Store,Laptop A13,Electronics,Musa,420000,7,336000,2352000,2940000,588000
45729,West,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,David,250000,10,200000,2000000,2500000,500000
45749,East,Kano,Retail,Online,Microwave M20,Home Appliances,David,60000,4,48000,192000,240000,48000
45727,North,Lagos,Retail,Online,Smartphone Z10,Electronics,Chidinma,250000,4,200000,800000,1000000,200000
45698,North,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,Grace,300000,3,240000,720000,900000,180000
45745,South,Lagos,Corporate,Online,Laptop A13,Electronics,Aisha,420000,9,336000,3024000,3780000,756000
45724,South,Lagos,Corporate,Online,Laptop A13,Electronics,Musa,420000,7,336000,2352000,2940000,588000
45696,East,Kano,Retail,Online,Refrigerator R55,Home Appliances,Grace,220000,9,176000,1584000,1980000,396000
45699,East,Abuja,Corporate,Online,Office Chair Pro,Furniture,Musa,85000,8,68000,544000,680000,136000
45676,South,Port Harcourt,Corporate,Store,Office Chair Pro,Furniture,Peter,85000,5,68000,340000,425000,85000
45751,South,Abuja,Retail,Store,Smartphone Z10,Electronics,Grace,250000,6,200000,1200000,1500000,300000
45768,East,Kano,Corporate,Store,Blender B10,Home Appliances,Grace,30000,8,24000,192000,240000,48000
45709,North,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,Aisha,250000,6,200000,1200000,1500000,300000
45744,South,Lagos,Corporate,Store,Sofa Classic,Furniture,Peter,320000,10,256000,2560000,3200000,640000
45734,East,Abuja,Retail,Store,Blender B10,Home Appliances,Peter,30000,4,24000,96000,120000,24000
45696,South,Abuja,Retail,Store,Office Chair Pro,Furniture,Chidinma,85000,10,68000,680000,850000,170000
45762,North,Abuja,Corporate,Store,Smartphone Z10,Electronics,Musa,250000,6,200000,1200000,1500000,300000
45669,South,Lagos,Retail,Store,Microwave M20,Home Appliances,David,60000,10,48000,480000,600000,120000
45693,East,Lagos,Retail,Store,Desktop PC D21,Electronics,David,300000,3,240000,720000,900000,180000
45674,West,Abuja,Retail,Store,Printer P50,Electronics,Grace,150000,10,120000,1200000,1500000,300000
45746,South,Lagos,Corporate,Store,Blender B10,Home Appliances,Peter,30000,7,24000,168000,210000,42000
45671,East,Lagos,Corporate,Store,Desktop PC D21,Electronics,Aisha,300000,9,240000,2160000,2700000,540000
45660,North,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,Musa,220000,4,176000,704000,880000,176000
45682,East,Kano,Corporate,Online,Smartphone Z10,Electronics,Chidinma,250000,9,200000,1800000,2250000,450000
45667,West,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,Grace,300000,4,240000,960000,1200000,240000
45658,West,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,Aisha,60000,10,48000,480000,600000,120000
45733,North,Kano,Corporate,Online,Laptop A13,Electronics,Musa,420000,10,336000,3360000,4200000,840000
45738,West,Kano,Retail,Store,Printer P50,Electronics,Grace,150000,1,120000,120000,150000,30000
45707,South,Kano,Retail,Store,Smartphone Z10,Electronics,David,250000,7,200000,1400000,1750000,350000
45759,South,Abuja,Retail,Store,Desktop PC D21,Electronics,Musa,300000,9,240000,2160000,2700000,540000
45738,North,Port Harcourt,Retail,Store,Printer P50,Electronics,Aisha,150000,2,120000,240000,300000,60000
45758,West,Lagos,Retail,Store,Refrigerator R55,Home Appliances,David,220000,9,176000,1584000,1980000,396000
45742,North,Abuja,Retail,Store,Microwave M20,Home Appliances,Chidinma,60000,5,48000,240000,300000,60000
45708,West,Port Harcourt,Corporate,Store,Air Conditioner X2,Home Appliances,Peter,180000,6,144000,864000,1080000,216000
45710,East,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,Chidinma,250000,10,200000,2000000,2500000,500000
45743,East,Abuja,Retail,Store,Office Chair Pro,Furniture,Aisha,85000,1,68000,68000,85000,17000
45724,North,Port Harcourt,Retail,Online,Smartphone Z10,Electronics,David,250000,9,200000,1800000,2250000,450000
45756,East,Lagos,Retail,Online,Smartphone Z10,Electronics,David,250000,2,200000,400000,500000,100000
45690,South,Lagos,Retail,Online,Smartphone Z10,Electronics,Grace,250000,1,200000,200000,250000,50000
45691,West,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,Musa,300000,9,240000,2160000,2700000,540000
45724,West,Lagos,Corporate,Online,Sofa Classic,Furniture,David,320000,10,256000,2560000,3200000,640000
45665,South,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,Aisha,180000,9,144000,1296000,1620000,324000
45761,South,Kano,Corporate,Online,Smartphone Z10,Electronics,Grace,250000,1,200000,200000,250000,50000
45747,South,Abuja,Corporate,Online,Office Chair Pro,Furniture,Grace,85000,7,68000,476000,595000,119000
45767,West,Port Harcourt,Retail,Store,Blender B10,Home Appliances,Musa,30000,6,24000,144000,180000,36000
45686,West,Lagos,Retail,Store,Blender B10,Home Appliances,David,30000,6,24000,144000,180000,36000
45739,West,Port Harcourt,Corporate,Store,Sofa Classic,Furniture,Aisha,320000,2,256000,512000,640000,128000
45682,West,Abuja,Retail,Store,Microwave M20,Home Appliances,David,60000,6,48000,288000,360000,72000
45728,West,Lagos,Retail,Store,Refrigerator R55,Home Appliances,Grace,220000,10,176000,1760000,2200000,440000
45757,West,Abuja,Retail,Online,Microwave M20,Home Appliances,Grace,60000,6,48000,288000,360000,72000
45658,West,Kano,Retail,Online,Refrigerator R55,Home Appliances,Aisha,220000,7,176000,1232000,1540000,308000
45677,East,Lagos,Corporate,Store,Laptop A13,Electronics,Aisha,420000,8,336000,2688000,3360000,672000
45663,East,Lagos,Retail,Store,Laptop A13,Electronics,Grace,420000,1,336000,336000,420000,84000
45728,East,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,Aisha,250000,9,200000,1800000,2250000,450000
45716,North,Abuja,Retail,Online,Blender B10,Home Appliances,David,30000,3,24000,72000,90000,18000
45778,North,Kano,Retail,Online,Sofa Classic,Furniture,Grace,320000,1,256000,256000,320000,64000
45690,West,Abuja,Corporate,Online,Sofa Classic,Furniture,Musa,320000,10,256000,2560000,3200000,640000
45763,North,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,Musa,180000,4,144000,576000,720000,144000
45719,West,Lagos,Retail,Store,Laptop A13,Electronics,Aisha,420000,5,336000,1680000,2100000,420000
45735,North,Abuja,Retail,Online,Microwave M20,Home Appliances,David,60000,5,48000,240000,300000,60000
45698,North,Abuja,Retail,Store,Microwave M20,Home Appliances,Aisha,60000,9,48000,432000,540000,108000
45676,East,Kano,Corporate,Store,Desktop PC D21,Electronics,David,300000,10,240000,2400000,3000000,600000
45775,South,Abuja,Retail,Store,Laptop A13,Electronics,Grace,420000,8,336000,2688000,3360000,672000
45725,South,Kano,Corporate,Store,Air Conditioner X2,Home Appliances,David,180000,4,144000,576000,720000,144000
45701,East,Kano,Retail,Store,Blender B10,Home Appliances,Aisha,30000,5,24000,120000,150000,30000
45685,North,Lagos,Retail,Online,Smartphone Z10,Electronics,David,250000,3,200000,600000,750000,150000
45740,East,Kano,Corporate,Store,Office Chair Pro,Furniture,Musa,85000,8,68000,544000,680000,136000
45688,South,Port Harcourt,Corporate,Online,Microwave M20,Home Appliances,Aisha,60000,8,48000,384000,480000,96000
45728,South,Port Harcourt,Corporate,Store,Printer P50,Electronics,Chidinma,150000,5,120000,600000,750000,150000
45723,North,Port Harcourt,Corporate,Online,Sofa Classic,Furniture,Peter,320000,9,256000,2304000,2880000,576000
45701,North,Abuja,Corporate,Online,Laptop A13,Electronics,Chidinma,420000,7,336000,2352000,2940000,588000
45763,South,Kano,Corporate,Store,Microwave M20,Home Appliances,Aisha,60000,6,48000,288000,360000,72000
45726,North,Port Harcourt,Retail,Store,Printer P50,Electronics,Grace,150000,7,120000,840000,1050000,210000
45731,East,Kano,Retail,Store,Sofa Classic,Furniture,Musa,320000,10,256000,2560000,3200000,640000
45732,East,Port Harcourt,Corporate,Online,Desktop PC D21,Electronics,David,300000,8,240000,1920000,2400000,480000
45672,West,Port Harcourt,Retail,Online,Laptop A13,Electronics,Peter,420000,5,336000,1680000,2100000,420000
45773,East,Kano,Retail,Store,Refrigerator R55,Home Appliances,Chidinma,220000,5,176000,880000,1100000,220000
45753,West,Port Harcourt,Corporate,Store,Sofa Classic,Furniture,David,320000,3,256000,768000,960000,192000
45763,East,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances,Grace,180000,9,144000,1296000,1620000,324000
45746,North,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,Grace,300000,1,240000,240000,300000,60000
45750,North,Kano,Retail,Store,Refrigerator R55,Home Appliances,Grace,220000,7,176000,1232000,1540000,308000
45741,East,Lagos,Corporate,Store,Office Chair Pro,Furniture,David,85000,9,68000,612000,765000,153000
45695,East,Lagos,Retail,Online,Office Chair Pro,Furniture,Musa,85000,4,68000,272000,340000,68000
45746,East,Abuja,Retail,Store,Microwave M20,Home Appliances,Musa,60000,8,48000,384000,480000,96000
45681,South,Lagos,Corporate,Store,Printer P50,Electronics,Peter,150000,6,120000,720000,900000,180000
45749,East,Kano,Corporate,Online,Office Chair Pro,Furniture,Musa,85000,10,68000,680000,850000,170000
45759,West,Lagos,Corporate,Store,Office Chair Pro,Furniture,Grace,85000,3,68000,204000,255000,51000
45742,West,Kano,Corporate,Online,Desktop PC D21,Electronics,Peter,300000,8,240000,1920000,2400000,480000
45713,West,Port Harcourt,Corporate,Online,Laptop A13,Electronics,Aisha,420000,6,336000,2016000,2520000,504000
45675,South,Kano,Corporate,Online,Smartphone Z10,Electronics,David,250000,3,200000,600000,750000,150000
45727,West,Abuja,Retail,Store,Smartphone Z10,Electronics,Musa,250000,8,200000,1600000,2000000,400000
45665,North,Lagos,Corporate,Online,Office Chair Pro,Furniture,Musa,85000,3,68000,204000,255000,51000
45743,North,Abuja,Corporate,Online,Blender B10,Home Appliances,Musa,30000,7,24000,168000,210000,42000
45673,East,Kano,Retail,Store,Microwave M20,Home Appliances,Peter,60000,7,48000,336000,420000,84000
45664,South,Port Harcourt,Retail,Store,Refrigerator R55,Home Appliances,David,220000,10,176000,1760000,2200000,440000
45749,South,Lagos,Retail,Store,Smartphone Z10,Electronics,Grace,250000,5,200000,1000000,1250000,250000
45756,South,Abuja,Retail,Online,Office Chair Pro,Furniture,Grace,85000,7,68000,476000,595000,119000
45777,West,Lagos,Corporate,Online,Printer P50,Electronics,Musa,150000,4,120000,480000,600000,120000
45749,South,Abuja,Retail,Online,Laptop A13,Electronics,David,420000,5,336000,1680000,2100000,420000
45703,East,Kano,Retail,Online,Microwave M20,Home Appliances,Chidinma,60000,5,48000,240000,300000,60000
45706,South,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,David,250000,10,200000,2000000,2500000,500000
45749,West,Lagos,Retail,Online,Microwave M20,Home Appliances,David,60000,3,48000,144000,180000,36000
45669,West,Abuja,Corporate,Online,Refrigerator R55,Home Appliances,Aisha,220000,5,176000,880000,1100000,220000
45767,South,Port Harcourt,Corporate,Store,Laptop A13,Electronics,Musa,420000,3,336000,1008000,1260000,252000
45733,West,Lagos,Corporate,Store,Microwave M20,Home Appliances,Peter,60000,7,48000,336000,420000,84000
45719,West,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,Musa,220000,8,176000,1408000,1760000,352000
45778,West,Abuja,Corporate,Store,Smartphone Z10,Electronics,Aisha,250000,6,200000,1200000,1500000,300000
45771,West,Lagos,Corporate,Online,Printer P50,Electronics,Musa,150000,5,120000,600000,750000,150000
45677,North,Lagos,Corporate,Online,Office Chair Pro,Furniture,Peter,85000,2,68000,136000,170000,34000
45695,South,Port Harcourt,Corporate,Store,Office Chair Pro,Furniture,David,85000,6,68000,408000,510000,102000
45661,West,Abuja,Corporate,Online,Printer P50,Electronics,Peter,150000,5,120000,600000,750000,150000
45667,West,Kano,Corporate,Store,Laptop A13,Electronics,Aisha,420000,4,336000,1344000,1680000,336000
45761,East,Kano,Corporate,Store,Desktop PC D21,Electronics,Grace,300000,6,240000,1440000,1800000,360000
45728,North,Port Harcourt,Corporate,Online,Microwave M20,Home Appliances,Aisha,60000,2,48000,96000,120000,24000
45677,North,Abuja,Corporate,Online,Office Chair Pro,Furniture,Peter,85000,5,68000,340000,425000,85000
45770,West,Abuja,Retail,Store,Microwave M20,Home Appliances,David,60000,3,48000,144000,180000,36000
45700,North,Abuja,Corporate,Online,Office Chair Pro,Furniture,Peter,85000,7,68000,476000,595000,119000
45751,North,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,Grace,180000,5,144000,720000,900000,180000
45739,East,Lagos,Retail,Online,Laptop A13,Electronics,Musa,420000,5,336000,1680000,2100000,420000
45757,East,Abuja,Corporate,Store,Office Chair Pro,Furniture,Musa,85000,6,68000,408000,510000,102000
45721,North,Port Harcourt,Retail,Store,Laptop A13,Electronics,Chidinma,420000,7,336000,2352000,2940000,588000
45690,South,Abuja,Corporate,Online,Laptop A13,Electronics,Grace,420000,9,336000,3024000,3780000,756000
45706,West,Lagos,Corporate,Online,Desktop PC D21,Electronics,Aisha,300000,3,240000,720000,900000,180000
45667,East,Kano,Retail,Online,Office Chair Pro,Furniture,Aisha,85000,9,68000,612000,765000,153000
45718,South,Port Harcourt,Corporate,Store,Refrigerator R55,Home Appliances,Peter,220000,7,176000,1232000,1540000,308000
45754,West,Lagos,Corporate,Store,Desktop PC D21,Electronics,Chidinma,300000,10,240000,2400000,3000000,600000
45760,West,Port Harcourt,Retail,Store,Office Chair Pro,Furniture,Aisha,85000,8,68000,544000,680000,136000
45701,East,Lagos,Corporate,Online,Blender B10,Home Appliances,Aisha,30000,3,24000,72000,90000,18000
45699,South,Kano,Corporate,Store,Office Chair Pro,Furniture,Peter,85000,8,68000,544000,680000,136000
45697,West,Kano,Retail,Store,Air Conditioner X2,Home Appliances,Peter,180000,3,144000,432000,540000,108000
45741,North,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,Aisha,220000,7,176000,1232000,1540000,308000
45725,North,Kano,Retail,Online,Air Conditioner X2,Home Appliances,Grace,180000,8,144000,1152000,1440000,288000
45738,South,Abuja,Retail,Online,Blender B10,Home Appliances,Musa,30000,1,24000,24000,30000,6000
45706,East,Lagos,Retail,Online,Blender B10,Home Appliances,Peter,30000,8,24000,192000,240000,48000
45703,South,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances,Grace,180000,3,144000,432000,540000,108000
45713,South,Lagos,Retail,Store,Office Chair Pro,Furniture,David,85000,7,68000,476000,595000,119000
45745,West,Lagos,Retail,Store,Blender B10,Home Appliances,Musa,30000,7,24000,168000,210000,42000
45726,North,Abuja,Retail,Store,Microwave M20,Home Appliances,Musa,60000,3,48000,144000,180000,36000
45689,North,Abuja,Retail,Store,Office Chair Pro,Furniture,Chidinma,85000,5,68000,340000,425000,85000
45703,East,Abuja,Corporate,Online,Laptop A13,Electronics,Chidinma,420000,1,336000,336000,420000,84000
45754,South,Kano,Corporate,Store,Blender B10,Home Appliances,Chidinma,30000,5,24000,120000,150000,30000
45749,West,Kano,Retail,Online,Smartphone Z10,Electronics,Peter,250000,9,200000,1800000,2250000,450000
45677,North,Lagos,Corporate,Online,Printer P50,Electronics,Grace,150000,3,120000,360000,450000,90000
45676,East,Lagos,Corporate,Online,Desktop PC D21,Electronics,Grace,300000,5,240000,1200000,1500000,300000
45667,West,Port Harcourt,Retail,Store,Sofa Classic,Furniture,Chidinma,320000,5,256000,1280000,1600000,320000
45659,West,Abuja,Corporate,Store,Office Chair Pro,Furniture,Aisha,85000,10,68000,680000,850000,170000
45681,West,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,Aisha,180000,3,144000,432000,540000,108000
45718,East,Abuja,Corporate,Store,Blender B10,Home Appliances,Grace,30000,3,24000,72000,90000,18000
45660,North,Lagos,Retail,Store,Printer P50,Electronics,Aisha,150000,5,120000,600000,750000,150000
45716,North,Kano,Retail,Online,Desktop PC D21,Electronics,Peter,300000,4,240000,960000,1200000,240000
45686,East,Kano,Corporate,Store,Blender B10,Home Appliances,Aisha,30000,8,24000,192000,240000,48000
45714,West,Port Harcourt,Retail,Store,Refrigerator R55,Home Appliances,David,220000,10,176000,1760000,2200000,440000
45725,South,Kano,Retail,Online,Blender B10,Home Appliances,Musa,30000,10,24000,240000,300000,60000
45772,East,Lagos,Corporate,Store,Smartphone Z10,Electronics,Chidinma,250000,5,200000,1000000,1250000,250000
45696,South,Lagos,Corporate,Store,Printer P50,Electronics,Chidinma,150000,8,120000,960000,1200000,240000
45775,South,Port Harcourt,Retail,Store,Office Chair Pro,Furniture,Chidinma,85000,1,68000,68000,85000,17000
45778,East,Kano,Retail,Online,Refrigerator R55,Home Appliances,Aisha,220000,2,176000,352000,440000,88000
45685,South,Lagos,Corporate,Online,Microwave M20,Home Appliances,Musa,60000,9,48000,432000,540000,108000
45705,North,Kano,Retail,Online,Smartphone Z10,Electronics,Peter,250000,9,200000,1800000,2250000,450000
45741,East,Port Harcourt,Retail,Store,Office Chair Pro,Furniture,Aisha,85000,7,68000,476000,595000,119000
45773,South,Kano,Retail,Store,Printer P50,Electronics,Peter,150000,7,120000,840000,1050000,210000
45714,East,Kano,Corporate,Online,Blender B10,Home Appliances,David,30000,3,24000,72000,90000,18000
45770,East,Kano,Corporate,Store,Blender B10,Home Appliances,Grace,30000,3,24000,72000,90000,18000
45711,North,Abuja,Retail,Online,Blender B10,Home Appliances,Aisha,30000,4,24000,96000,120000,24000
45769,South,Lagos,Retail,Store,Microwave M20,Home Appliances,David,60000,9,48000,432000,540000,108000
45684,South,Abuja,Corporate,Online,Microwave M20,Home Appliances,Peter,60000,9,48000,432000,540000,108000
45747,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,Musa,420000,2,336000,672000,840000,168000
45727,North,Kano,Retail,Store,Sofa Classic,Furniture,Grace,320000,1,256000,256000,320000,64000
45659,West,Port Harcourt,Retail,Store,Blender B10,Home Appliances,David,30000,5,24000,120000,150000,30000
45718,West,Kano,Corporate,Store,Office Chair Pro,Furniture,Grace,85000,5,68000,340000,425000,85000
45673,West,Kano,Corporate,Online,Laptop A13,Electronics,Peter,420000,10,336000,3360000,4200000,840000
45730,East,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,Aisha,250000,8,200000,1600000,2000000,400000
45741,West,Lagos,Corporate,Store,Smartphone Z10,Electronics,Peter,250000,10,200000,2000000,2500000,500000
45699,East,Lagos,Corporate,Store,Printer P50,Electronics,Musa,150000,4,120000,480000,600000,120000
45689,East,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,Musa,180000,6,144000,864000,1080000,216000
45777,East,Kano,Corporate,Store,Blender B10,Home Appliances,Musa,30000,6,24000,144000,180000,36000
45696,West,Lagos,Corporate,Online,Smartphone Z10,Electronics,Peter,250000,5,200000,1000000,1250000,250000
45690,South,Lagos,Corporate,Online,Sofa Classic,Furniture,Grace,320000,2,256000,512000,640000,128000
45698,East,Lagos,Corporate,Store,Desktop PC D21,Electronics,Peter,300000,10,240000,2400000,3000000,600000
45681,West,Lagos,Corporate,Store,Desktop PC D21,Electronics,Aisha,300000,7,240000,1680000,2100000,420000
45669,North,Port Harcourt,Corporate,Online,Air Conditioner X2,Home Appliances,Grace,180000,1,144000,144000,180000,36000
45713,East,Kano,Corporate,Store,Desktop PC D21,Electronics,Chidinma,300000,10,240000,2400000,3000000,600000
45767,West,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,Aisha,180000,7,144000,1008000,1260000,252000
45684,West,Lagos,Corporate,Online,Blender B10,Home Appliances,Musa,30000,7,24000,168000,210000,42000
45685,East,Port Harcourt,Corporate,Online,Blender B10,Home Appliances,David,30000,6,24000,144000,180000,36000
45711,East,Lagos,Corporate,Online,Office Chair Pro,Furniture,Peter,85000,7,68000,476000,595000,119000
45762,East,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,Peter,250000,3,200000,600000,750000,150000
45708,West,Lagos,Corporate,Online,Sofa Classic,Furniture,Musa,320000,7,256000,1792000,2240000,448000
45668,South,Kano,Corporate,Store,Blender B10,Home Appliances,Peter,30000,7,24000,168000,210000,42000
45730,West,Kano,Corporate,Online,Sofa Classic,Furniture,Chidinma,320000,8,256000,2048000,2560000,512000
45772,North,Abuja,Corporate,Online,Sofa Classic,Furniture,Aisha,320000,7,256000,1792000,2240000,448000
45770,East,Lagos,Corporate,Store,Microwave M20,Home Appliances,Musa,60000,2,48000,96000,120000,24000
45721,West,Port Harcourt,Corporate,Store,Refrigerator R55,Home Appliances,Aisha,220000,8,176000,1408000,1760000,352000
45684,South,Kano,Corporate,Online,Microwave M20,Home Appliances,Musa,60000,2,48000,96000,120000,24000
45753,West,Kano,Corporate,Online,Sofa Classic,Furniture,Grace,320000,2,256000,512000,640000,128000
45762,East,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,Peter,30000,2,24000,48000,60000,12000
45752,North,Lagos,Corporate,Store,Blender B10,Home Appliances,Peter,30000,7,24000,168000,210000,42000
45728,North,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,Peter,250000,10,200000,2000000,2500000,500000
45768,East,Abuja,Corporate,Store,Desktop PC D21,Electronics,Musa,300000,9,240000,2160000,2700000,540000
45720,South,Kano,Corporate,Store,Office Chair Pro,Furniture,Aisha,85000,6,68000,408000,510000,102000
45687,West,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,Chidinma,30000,4,24000,96000,120000,24000
45745,South,Abuja,Corporate,Online,Desktop PC D21,Electronics,Chidinma,300000,4,240000,960000,1200000,240000
45697,South,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,Peter,220000,5,176000,880000,1100000,220000
45679,East,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,Peter,220000,4,176000,704000,880000,176000
45680,East,Abuja,Corporate,Online,Blender B10,Home Appliances,Grace,30000,1,24000,24000,30000,6000
45700,South,Lagos,Retail,Online,Laptop A13,Electronics,David,420000,9,336000,3024000,3780000,756000
45760,West,Lagos,Corporate,Online,Microwave M20,Home Appliances,David,60000,6,48000,288000,360000,72000
45684,West,Abuja,Retail,Online,Air Conditioner X2,Home Appliances,Musa,180000,2,144000,288000,360000,72000
45763,East,Lagos,Retail,Online,Office Chair Pro,Furniture,David,85000,1,68000,68000,85000,17000
45701,West,Kano,Retail,Store,Smartphone Z10,Electronics,Chidinma,250000,2,200000,400000,500000,100000
45670,North,Abuja,Retail,Store,Blender B10,Home Appliances,Peter,30000,7,24000,168000,210000,42000
45771,West,Lagos,Retail,Store,Laptop A13,Electronics,Peter,420000,9,336000,3024000,3780000,756000
45676,South,Abuja,Retail,Online,Microwave M20,Home Appliances,David,60000,7,48000,336000,420000,84000
45748,North,Kano,Retail,Store,Desktop PC D21,Electronics,Peter,300000,7,240000,1680000,2100000,420000
45719,East,Port Harcourt,Corporate,Online,Printer P50,Electronics,Grace,150000,9,120000,1080000,1350000,270000
45693,South,Kano,Corporate,Online,Desktop PC D21,Electronics,Musa,300000,7,240000,1680000,2100000,420000
45681,West,Lagos,Retail,Online,Smartphone Z10,Electronics,Aisha,250000,1,200000,200000,250000,50000
45668,West,Lagos,Corporate,Online,Smartphone Z10,Electronics,Musa,250000,6,200000,1200000,1500000,300000
45675,East,Kano,Corporate,Store,Laptop A13,Electronics,Grace,420000,9,336000,3024000,3780000,756000
45730,South,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,David,180000,6,144000,864000,1080000,216000
45668,South,Kano,Corporate,Online,Office Chair Pro,Furniture,Grace,85000,5,68000,340000,425000,85000
45777,West,Kano,Corporate,Online,Refrigerator R55,Home Appliances,Grace,220000,5,176000,880000,1100000,220000
45734,East,Abuja,Retail,Online,Microwave M20,Home Appliances,Aisha,60000,8,48000,384000,480000,96000
45663,East,Abuja,Corporate,Store,Office Chair Pro,Furniture,Peter,85000,10,68000,680000,850000,170000
45705,North,Lagos,Retail,Store,Blender B10,Home Appliances,Grace,30000,6,24000,144000,180000,36000
45754,West,Lagos,Corporate,Store,Sofa Classic,Furniture,David,320000,10,256000,2560000,3200000,640000
45766,South,Abuja,Corporate,Store,Microwave M20,Home Appliances,David,60000,2,48000,96000,120000,24000
45758,East,Lagos,Corporate,Store,Laptop A13,Electronics,Chidinma,420000,3,336000,1008000,1260000,252000
45725,East,Lagos,Retail,Online,Printer P50,Electronics,Musa,150000,5,120000,600000,750000,150000
45706,South,Lagos,Retail,Store,Printer P50,Electronics,Peter,150000,9,120000,1080000,1350000,270000
45704,South,Port Harcourt,Corporate,Store,Office Chair Pro,Furniture,Aisha,85000,5,68000,340000,425000,85000
45694,North,Lagos,Corporate,Online,Sofa Classic,Furniture,David,320000,1,256000,256000,320000,64000
45742,East,Port Harcourt,Retail,Store,Blender B10,Home Appliances,Musa,30000,4,24000,96000,120000,24000
45774,South,Kano,Corporate,Store,Refrigerator R55,Home Appliances,Aisha,220000,8,176000,1408000,1760000,352000
45741,West,Abuja,Corporate,Store,Sofa Classic,Furniture,Grace,320000,5,256000,1280000,1600000,320000
45703,West,Abuja,Corporate,Store,Office Chair Pro,Furniture,Aisha,85000,3,68000,204000,255000,51000
45689,East,Kano,Retail,Store,Sofa Classic,Furniture,Chidinma,320000,10,256000,2560000,3200000,640000
45716,West,Kano,Retail,Online,Laptop A13,Electronics,Grace,420000,2,336000,672000,840000,168000
45738,North,Abuja,Retail,Online,Blender B10,Home Appliances,Chidinma,30000,3,24000,72000,90000,18000
45757,West,Abuja,Corporate,Online,Blender B10,Home Appliances,Grace,30000,1,24000,24000,30000,6000
45666,East,Kano,Retail,Store,Laptop A13,Electronics,Grace,420000,10,336000,3360000,4200000,840000
45762,South,Kano,Retail,Store,Printer P50,Electronics,Chidinma,150000,8,120000,960000,1200000,240000
45717,North,Lagos,Corporate,Store,Refrigerator R55,Home Appliances,Chidinma,220000,8,176000,1408000,1760000,352000
45685,East,Abuja,Retail,Store,Sofa Classic,Furniture,Peter,320000,9,256000,2304000,2880000,576000
45737,North,Port Harcourt,Retail,Store,Refrigerator R55,Home Appliances,Grace,220000,3,176000,528000,660000,132000
45713,West,Kano,Corporate,Online,Air Conditioner X2,Home Appliances,Peter,180000,8,144000,1152000,1440000,288000
45695,North,Kano,Retail,Store,Smartphone Z10,Electronics,Musa,250000,4,200000,800000,1000000,200000
45711,North,Lagos,Corporate,Store,Microwave M20,Home Appliances,Peter,60000,7,48000,336000,420000,84000
45675,North,Port Harcourt,Corporate,Store,Refrigerator R55,Home Appliances,Grace,220000,10,176000,1760000,2200000,440000
45761,South,Kano,Retail,Online,Microwave M20,Home Appliances,Grace,60000,9,48000,432000,540000,108000
45704,West,Kano,Corporate,Online,Microwave M20,Home Appliances,Musa,60000,2,48000,96000,120000,24000
45703,East,Lagos,Corporate,Online,Printer P50,Electronics,Chidinma,150000,3,120000,360000,450000,90000
45668,West,Lagos,Corporate,Online,Printer P50,Electronics,Chidinma,150000,10,120000,1200000,1500000,300000
45676,North,Kano,Corporate,Online,Printer P50,Electronics,Peter,150000,9,120000,1080000,1350000,270000
45670,West,Abuja,Retail,Online,Sofa Classic,Furniture,Grace,320000,5,256000,1280000,1600000,320000
45672,East,Abuja,Retail,Online,Air Conditioner X2,Home Appliances,Chidinma,180000,3,144000,432000,540000,108000
45675,West,Kano,Corporate,Online,Office Chair Pro,Furniture,Peter,85000,4,68000,272000,340000,68000
